en_text,labels
the only problem i can mention is surprisingly there is no map given to visitors‌(its a big area so you gonna need a map assist you) also some places miss sign or signs dont provide enough information.,all-2 amn-2 mgt-2
This really didn't help as at times I struggled to understand what my tour guide was saying.,all-2 amn-2 ppl-2
"To go to the Secret Garden it is compulsory to follow their guide (tours in English at 11am, unlimited number of visitors), and that has its ups and downs: the bad part was that having one guide to an unlimited number of people can be a bit confusing -- plus being in a tour group isn't always that fun; on the bright side, the guide told us a lot about the history and the architecture of the place, which is always interesting.",all-3 mgt-2 amn-1 ppl-1 ch-1
The place was of immense historical value but after carpet bombing from US in the 70s everything was torn apart.,all-3 ch-3
"It is surrounded by lush gardens and greenery, which even in the winter’s snow can make Changdeokgung look remarkably picturesque, rivalling perhaps even the wintery sight of the incredible Ginkaku-Ji temple in Kyoyo, Japan.",all-1 nat-1
To be able to freely walk in these historic sites is a privilege.,all-1 ch-1
"Despite the cold, the palace is a must if you have not been to Korean palaces.",all-3 nat-2
The stroll through it during autumn was really nice.,all-1 nat-1
"2.Moonlight (full-moon) tour of the palace, which occurs just two nights a month, and comprises the palace and parts of the Secret Garden, ending in a traditional stage performance of music and dancing, with Korean snacks and drink provided.",all-1 ch-1 nat-1 amn-1
"What a lovely place, great service and friendly people.",all-1 amn-1 ppl-1
"But much of this complex is still a wasteland of flattened walls and blasted buildings, often overgrown with grass and weeds.",all-2 ch-2 mgt-2 nat-2
"Sadly, the wars and natural violance destroyed a big part of the city.",all-2 ch-2
But it was a pity that the show in the theatre is so expensive!!,all-2 amn-2
The walkingpaths werent all that good all the way either.,all-2 mgt-2
"Make sure you do the secret garden tour and at the end of the tour, don't take the stairs-- take the long way back-- good way to get photo ops along the way without the crowds!",all-1 nat-1
It was a free tour offered by the park.,all-1 amn-1
"There are also a golf car service just pay 120,000VND",all-1 amn-1
"However, we had to rely on our Lonely Planet Guide for information on what we were looking at, and a lot of the site is not well maintained and at times, we weren't sure what we were looking at!",all-2 mgt-2
"This was a little bit of a let down, not that exciting.",all-2
"The architecture is amazing, we sincerely appreciate the imagination and skill that went into building these temples.",all-1 ch-1
"We visited this site as part of a scooter tour of Hue, and were dropped off at the front entrance to make or way around.",all-0
There is a lot to see - very interesting and good for photos!,all-1
"The place is quite big but really under-maintained and, in some places, literally falling into pieces which is a shame.",all-3 ch-2 mgt-2
"This place is beautiful, from temple to temple, the citadel is huge!",all-1 ch-1
"The Imperial Citadel is a complex of many architectural works, landscapes and ponds.",all-1 ch-1 nat-1
"Really large palace, there is a secret garden but you can only visit with tour guide, don't miss it and check to tour guide time for it not expensive",all-3 mgt-2 nat-1 amn-1
"Unfortunately, most of the original buildings were destroyed, with some being reconstructed now.",all-3 ch-2 mgt-1
"The buildings are amazing, the whole site is amazing.",all-1 ch-1
There is no charge to go in.,all-1 amn-1
"Dont miss it , one of the biggest surprises of our trip !",all-1
There was no food available inside the enclosure as we'd heard - so the teens could only take so much wandering and wondering where we were and how to get to the few buildings standing before we had to refuel.,all-2 amn-2
nice place for photoshoot with your hanbok.,all-1 ch-1
There are other Palaces in Seoul but we decided to go see this one since it is the only one that is considered a Unesco Heritage site and it's also within walking distance to the Hangbok Cultural Village which is another neat thing to do.,all-1 ch-1 mgt-1
it's unfortunate that they're attempting to rebuild everything from scratch.,all-3 ch-2 mgt-1
"Unfortunately, many of the buildings were destroyed by the wars here, but there was still lots to see.",all-3 ch-3
May be it is just lost in translation problem.,all-0
"I joined a wonderful small full day city tour of Hue with freelance guide Hoa, who was so friendly and knowledgeable :)",all-1 amn-1 ppl-1
Beautiful- how I wished though that visitors of the palace can automatically gain entrance to the secret garden.,all-1
Hopefully in the future it will be an amazing place.,all-1
I went there after visiting the Gyeongbokgung palace and for me they look very similar.,all-0
We did this in the early evening and it was very quiet and a fantastic place to watch the sunset!,all-1 nat-1
Major parts of this world heritage site are unfortunately falling to pieces by water damage which is quite sad to witness.,all-2 ch-2
And don't skip the hidden garden tour.,all-1 amn-1 nat-1
This was a great thing to see.,all-1
Don't miss it - it's fabulous.....even in the pouring rain.,all-3 nat-2
Very disappointing.,all-2
There you will find a table with a young woman selling the tickets.,all-0
"You will definitely need a hat, sun cream and lots of water as there is not much shade.",all-2 nat-2 mgt-2
"Had a wonderful trip, arranged by Urbanist Travel, which planned all the details of our terrific visit.",all-1 amn-1
Shame so much lost by time and war.,all-2 ch-2
Got here just in time to roam around the outside of the palace and see the displays of the old tools and homes.,all-1 ch-1
Pause a few moments for the perfect selfie or group shot unless you an ancient city architectual art history professor who would prefer a crowd free photo.,all-1
He was so informative and made us really enjoyed the trip.,all-1 ppl-1
1: Wait for the tour buses to pass though and hit the gate at 11am.,all-0
"We just walked through, but you can stay there for longer and get some insights about the palace and history",all-1 ch-1
Got a push bike tour and it was fantastic.,all-1 amn-1
"What it lacks in size, though, it makes up in face value.",all-3
"There are 2 cafés in this vast site, one not far from the entrance and one on the far left corner (the more attractive of the two) it has suffered damage from the war but there is still plenty to see and some of it is spectacular, wood carving in particular.",all-3 ch-3
Really enjoyed our visit plenty to see and excellent value for money.,all-1 amn-1
"Lovely atmosphere , but extremely big so good walking shoes, hat, sunglasses and big bottle of water should carry you through.",all-3 nat-2
"Along with the official english language tour guide, immerse yourself with true history of the past Joseon.",all-1 amn-1 ch-1
We were most fortunate in that our tour guide was able to impart such interesting facts about the history and construction of this incredible site .This site requires more time than most tours allow .I thoroughly enjoyed every moment .A real step back in time and a place not to be missed .Remember a hat and plenty of water ....,all-1 amn-1 ch-1 ppl-1
We chose this palace to visit its biwon/secret garden.,all-1 nat-1
Really sad that it has been so destroyed by war and really surprised it was so young.,all-2 ch-2
"Hue is the ugliest city I’ve been to, it is dirty and the people here are so rude and pushy and annoying they will force you to sell their goods.",all-2 mgt-2 ppl-2
"The palace is not very large, nevertheless it is great to learn the Korean history associated with it.",all-3 ch-1
"Lots of good spots for food, drink and souvenirs and to rest.",all-1 amn-1
Don't miss the secret Garden it is an extra admission and tickets can be bought outside the entrance of the Secret Garden towards the back of the palace grounds.,all-1 nat-1
"Take a water bottle and some snacks with you, there’s not much offer inside to eat or drink.",all-2 amn-2
"Buy the Royal Pass for a few extra 1000 Won (a few $) and see the Secret Garden, both palaces, the temple across the street (also a UNESCO heritage site) and spend the day walking the pathways of Korean kings and queens of old.",all-1 ch-1
"Well worth the visit and a day trip is filled with the Citadel, 2 moseleums, lunch in Hue which was the best so far and so much more local large Market- not to be missed😃",all-1 amn-1 ch-1
We loved the citadel & were surprised at how long we spent there - 3 or 4 hours!,all-1
Too hot and no where to cool down. ok wouldn't go again,all-2 nat-2 mgt-2
"Huwon (후원, backyard palace) was really beautuful.",all-1
Our visit was made extra special by our wonderful guide Hui.,all-1 amn-1 ppl-1
This is one of the best and most enjoyable visits I have ever made to a historic site.,all-1 ch-1
"Great visit, really enjoyed this and the history around this.",all-1 ch-1 
This is a great attraction and there is a good deal to see.,all-1
It was a cloudy day when we visited this palace of the last king of Korea.,all-1 ch-1
We took a cyclo from here which was great but was organised for us by our tour guide - it was excellent too!,all-1 amn-1 ppl-1
We all know that the winter in Korea is harsh and bitter.,all-2 nat-2
"Around the compound, 2 by 2 km: fortified ramparts and a moat.",all-0
"Most of the buildings in this place were burnt or demolished, what a pity.",all-2 ch-2
Lots of rubbish and generally messy.,all-2 mgt-2
"went to the secret garden too but probably wrong timing, flowers are yet to bloom so the garden is still quite bare.. interesting mix of korea + western culture, can see european furnitures in the palace",all-3 nat-2 ch-1
The whole city is undergoing refurbishment after damage during tet 1968 and a storm destroyed lots of buildings.,all-3 mgt-1 ch-2
There are several interesting buildings however the complex has suffered from bombing in the wars.,all-3 ch-3
"Very underwhelming, we got through it in an hour and a half... We wonder where the money from the entrance fees are going to, because it certainly isn’t going towards any conservation effort.",all-2 amn-2 mgt-2
We selected to leave at 7am and was back in Hoi An at 6pm.,all-0
There are a lot of fish but the ponds are quite dirty!,all-3 nat-3 mgt-2
Very clean and well-maintained.,all-1 mgt-1
"It is definitely better than the more touristy Gyeongbokgung Palace, especially considering its status as World Heritage Site (while Gyeongbokgung is not).",all-1
The show was enjoyable and worth waiting for.,all-1 amn-1
"While purchasing the ticket to the palace, be sure you get the one that also includes the secret garden because apart from the palace and its grounds, secret garden is what you must actually head for.",all-1 nat-1
To cross this tiny road the rules of engagement were changed and the rest is history.,all-1 ch-1
"There is minimal restoration (some seems to be in progress) and you can be sure to expect to see many areas where all you see is rubble, with only your audio guide to explain what used to be there but destroyed by the war.",all-3 amn-1 ch-2 mgt-3
"There's so much to see and immerse yourself in, if you're not much into walking then I'd suggest hiring a cyclo to drive you to the ""main"" highlights.",all-1 amn-1
Only place worse is Russia.,all-2
"The place is not too big or crowded, and the written guides are helpful.",all-1 amn-1
Our guide walked us through the palace as well as the gardens which we thoroughly enjoyed!,all-1 amn-1 nat-1 ppl-1
"Lovely place to visit, lots to see and good way to spend an afternoon!",all-1
"Hue imperial palace tickets:
$120,000 dong for Vietnamese
$150,000 dong for foreigners
It's one of many racist prices I've seen in Vietnam",all-2 amn-2
"Freedom to move around, cooler and easiness.",all-1 nat-1
I highly recommend having a guide to see this wonderful place.,all-1 amn-1
"(Yeah, I'm weird that way.)",all-0
We really enjoyed our morning visiting the Citadel.,all-1
Some of the citadel is very well preserved/conserved (UNESCO work is ongoing) but some parts are no more than weed covered foundations.,all-3 mgt-3 ch-2 nat-2
The Viet Cong were stationed here during the anti-American War and there was a showdown - there are still bullet holes in some of the walls!,all-2 ch-2
While rebuilding still a amazing place but rebuilding is not as good as should be for a unesco site ...sorry.,all-3 mgt-3 ch-3
the visit will be nothing without the guided tour.,all-1 amn-1
It really enriched our experience and it became more than just looking at some really lovely old building/temples.,all-1 ch-1
"Take a cyclo its more easy
Mr Hue and Mr.Hoa our cyclo divers are fantastic.",all-1 amn-1 ppl-1
The Royal Pavilion has been totally obliterated by American bombs because the Viet Cong used the palace grounds a hiding places during the height of the Vietnam war.,all-2 ch-2
Take in food/nibbles and drink as you will need them!,all-0
"Great city, amazing history and views.",all-1 ch-1
"However, even with that caveat, it is still worth visiting as a place of peace, beautiful scenes and great photo opportunities.",all-1
"Badly damaged during the war, much has been done to bring these buildings to life.",all-1 ch-2 mgt-1
"Loved our stay in Hue, especially the Imperial City.",all-1
We spent hours in the garden taking amazing and creative photographs for my yoga site.,all-1 nat-1
This is not one of the better ones.,all-2
Sad to see that such a high cultural site has suffered in the war and could not have been protected.,all-2 ch-2
It was a hot morning but we really enjoyed exploring this impressive palace complex.,all-3 nat-2
I wish they had audio guides like in many tourist places around the world.,all-2 amn-2
"Although there were numerous rests, it can still be tiring because many areas are very hilly.",all-3
"in here, you will be able to explore different palaces, and also their quarters- from the king down to servants.",all-0
Basically this palace has been reconstructed from the ground up which signify the importance of history of this place to South Koreans.,all-1 mgt-1 ch-1
A lot of the area was flooded and muddy that we couldn't walk.,all-2 mgt-2
"Unfortunately, a lot of the places are still under restorations due to damages from war.",all-3 mgt-1 ch-2
Very interesting palace which was the old palace.,all-1
Unfortunately various wars and fires have taken their toll on what must have been a magnificent place originally.,all-2 ch-2
"Inside the Citadel, which is free to enter is the Imperial City which you have to pay to enter.",all-3 amn-3
The other place being the small shop outside HCM museum in Hanoi.,all-0
"There is wifi throughout most of the grounds, and there are a lot of nice places to take lots of pictures, especially if you are wearing a Hanbok.",all-1 mgt-1
"Everyone loves seeing you wear it, and it helps to keep the sun and heat off, as Vietnam can be on the warm side.",all-3 nat-2
"The citadel has two entrances, one for foreigners and one for locals.",all-0
The reading room and the tennis court are a few of the more hidden gems.,all-1 ch-1
I feel the water could be cleaner and the gardens needed a good drink and a little more love but it didn’t detract from our experience.,all-3 nat-2 mgt-2
I wish we had more time to spend in the Secret Garden but that's for another trip.,all-1 nat-1
"The Imperial City is a walled, Royal palace within the citadel of the city of Huế, the former imperial capital of Vietnam.",all-1 ch-1
I would love to go back in the sunshine one day.,all-1
"The citadel itself is free to enter, whilst the Forbidden City has a small charge.",all-1 amn-1
"I enjoyed this tour, very information and lovely statues and structures for photography lovers, I had fun taking some shots of this Epic monumental site.",all-1 ch-1
This allows you entry at a specified time but doesn't cost anything extra.,all-0
"The ticket is so expensive, and the monuments are in reconstruction.",all-3 amn-2 mgt-1
"The palace ground is actually very large, so allocate about 1 hour minimum to see everything.",all-0
Our guide unfortunately was not so engaging may be due to the hot day.,all-2 amn-2 nat-2 ppl-2
So many beautiful buildings have been ruined by the war.,all-2 ch-2
If this place was so holy why is it such a dump.,all-2 mgt-2
"- the people here are very friendly, and the food here perfectly.",all-1 amn-1 ppl-1
"Sadly, some parts of the complex were destroyed during both the French and American Wars.",all-2 ch-2
"A worthy visit - spent a couple of hours wandering around the city, and there were some great coffee shops outside the gates to sit and shade from the midday sun as well.",all-3 amn-1 nat-2
When walking along I had a chance to admire the old builders' effort.,all-1 mgt-1
We found this fascinating and spent 7 hours there.,all-1
The citadel was amazing however a lot of walking we had an amazing tour guide Mr Hoa so informative and patient with all the questions great tour.,all-3 amn-1 ppl-1
The tour we went on was very enjoyable and interesting.,all-1
The grounds are spectacular and the gardeners do some amazing work with the tree sculpting.,all-1 nat-1 ppl-1
We particularly liked the wonderful theatre inside the Citadella.,all-1 ch-1
You can get a bike for free from your hotel (or rent it cheap).,all-1 amn-1
Sadly my touring of Hue was washed out with torrential rain leading to flooding over 50cm deep in some parts.,all-2 nat-2
"Not much (worth stopping at) food or drink as would be expected, plan ahead and enjoy your visit.",all-3 amn-3
"The site has almost no information or facts about the buildings, the signs they do have are weather beaten and faded making them unreadable.",all-2 amn-2 mgt-2
"This place is fantastic, with our guide spent around 1 1/2 hours looking and learning about it.",all-1 amn-1 ppl-1
I would definitely take the tour so you know what your looking at.,all-1 amn-1
"Nice lighting, enjoyable performances and a great tour guide.",all-1 amn-1 ppl-1
"Unfortunately, the miserable weather dampened my experience a bit.",all-2 nat-2
You can freely take photograph in front of it anytime.,all-1
Unfortunately many of the buildings have been destroyed during the war.,all-2 ch-2
Sunset over the citadel and river is quite beautiful.,all-1 nat-1
"It was a pity the American/French and Vietnamese forces did so much damage to the facility, especially in the back section.",all-2 ch-2
Service attitude is poor and the tour experience is negative.,all-2 amn-2 ppl-2
We had an amazing guide who was very knowledgable (My from Asiatica)!,all-1 amn-1 ppl-1
"Changdeokgung is very large and interesting but visiting it without visiting its rear garden, Huwon (a.k.a.",all-3
There is a very reasonable cafe on site but it serves pretty basic things.,all-3 amn-3
It's just so not worth the money you're paying...,all-2 amn-2
Spend about 2.5 hours - not enough time to see the gardens and plan to return someday.,all-1
"We walked though the entire compound, taking pictures, and listening to the audio guide occasionally, and we spent about 3-4 hours there.",all-0
Book your visit to the Secret Garden online well in advance of your trip - limited places in the guided tours in English (as backup solution you could join a Korean guided tour as well - marvelous views don't need explanations).,all-1 amn-1 nat-1
We had local guide Danny from Hue Vacations show us around and so glad we did.,all-1 amn-1 ppl-1
"Left scruffy, lawns unmoved, gardens just kept to a moderate level and heaps of garbage left lying around.",all-2 mgt-2 nat-2
Lots of fun and good for a laugh!,all-1
This citadel is beautiful and is well worth the visit.,all-1
We stopped for a buffet lunch which is included in the cost and watch some martial arts demonstration which was lovely and scary to see what they do and how they train.,all-1 amn-1
"I dived this area in 3 party one is the palace 2nd is old city behind it and lake area, total you need 3 to 4 hours to see, They have guard changing ceremony in each 4 hours so make sure you can see that, its really leave a historical impact on your memories.",all-1 ch-1
Come forward 12 years and the place was crowded with lots of tourist venders outside with a distance to walk from a bus park.,all-1
Everything is in ruins and the restoration process is very slow.,all-2 ch-2 mgt-2
"Asking us for a ""ticket"" when Asian people were free to walk in for free and walk around.",all-2 amn-2
The place was well maintained and cleaned but you need to pay for entry fees.,all-1 mgt-1
"The guide for my group had full command of English, was cool and laid back, was thorough yet concise and, most importantly, went at a fairly leisurely pace.",all-1 amn-1 ppl-1
"Impressive and interesting, specially last hour in the afternoon so you can see the sunset there and also stay until 19h when the open performances that take place.",all-1 amn-1 nat-1
"I don't like this place, it's not very attractive to me, all the palaces look the same and we can't get into one room, there's not too much furniture
In general I don't like, only one thing that interests me, other tourists wear traditional costumes and I like that",all-3 ch-3
My tour guide told stories about what happened somewhere.,all-0
Our stay in insadong also gave us great convenience we can just take a 15 minutes healthy morning walk to the ticketing office of the Palace and the secret garden.,all-1 amn-1
Unfortunate that the citadel was largely destroyed by war and was never restored to its previous glory.,all-2 ch-2
We happened to have some food with us and found a few nice areas to sit and eat.,all-1
When someone explains everything to you it is better!,all-0
"As we entered two volunteers offered to give us an English guided tour, which was really interesting.",all-1 amn-1
"I came at summer, so the surrounding's all green, which is also beautiful, actually.",all-1 nat-1
Sadly many areas were destroyed during war time.,all-2 ch-2
The guides provide very good information.,all-1 amn-1 ppl-1
"Should try a ride on a cyclo, it is a breathtaking experience particularly at busy intersections in Vietnamtraffic - one feels incredibly vulnerable.",all-3 amn-1 mgt-2
"Obtain a Cyclo and also check the interesting, forbidden city, it's a gem, can't think the Americans bombed it inside the 70s, the gaps are still there and it requires global attention to be fixed and brought to the former glory of its, and glory it had been!",all-3 amn-1 ch-2
There was quite a lot of rubbish and debris lying around from lazy workmanship and the gardens and pathways were quite overgrown.,all-2 mgt-2 ppl-2 nat-2
"For art and architecture fans, this is an excellent choice.",all-1 ch-1
"Sadly many buildings have been destroyed through time and, not to forget, all years of war in Vietnam.",all-2 ch-2
"first, the destruction should be considered a war crime.",all-2 ch-2
So glad we did as it's truly an amazing location steeped in history!,all-1 ch-1 
This will save you a few extra bucks instead of paying an entrance fee for each palace.,all-0
"While the biggest palace- Gyeong-bok-gung (Gung means palace), Chang-deok-gung was the most preferred palace of the king and his queens, chiefly for one reason- the SECRET GARDEN, which covers ~60% of the total palace area.",all-1 nat-1
"The best thing was actually the digital reconstruction (under the commercial Samsung sign ha-ha), and sure it is cool to see.",all-1 amn-1
"Read the landmarks placed in every area so that you'll appreciate more of the structures, the rooms, the gates.",all-1 mgt-1
"This May, I took my 2 friends to see the Citadel and boy it is so bad.",all-2
"While the free guided tours are a great way to encourage tourists to learn about Korean history, I do think that the guided tour of the garden is too long.",all-3 amn-3
"Be aware when you buy tickets as I herd some bad stories
It's a huge area, at least you need to allocate minimum 3hours for this.",all-2 amn-2
"There is a lot of excellent restoration work going on, most impressive!",all-1 mgt-1
"As Steps in, you are really in a scene, live of 18th centory with the King.",all-1 ch-1 
"2) We visited in June, and It was scorchingly hot.",all-2 nat-2
"There are free toilets, coffee and souvenir shops on site so don't worry about that.",all-1 amn-1
Hue is the main city where the Tet Offensive was launched by the Vietnam Cong; the tragic deaths of thousands of innocent Vietnamese and Americans was the result.,all-2 ch-2
It began poorly when I approached the gate to buy a ticket.,all-2 amn-2
"This place is huge, make sure to follow the guides, otherwises we will get lost.",all-0
We had a great time at the Citadel.,all-1
"Some beautiful architecture, such a shame most of the buildings were subjected to bombing and lost.",all-3 ch-3
Waterways are overgrown with algae and have rubbish floating in them.,all-2 nat-2 mgt-2
"Scan the QR code at the ticket booth and download the app - it will give you readable information on most areas, no need to pay for the audio guide
3.",all-1 amn-1
"Changdeokgung Palace is not all that different from Deoksegung (Toksegung) or Duksoo Palace or even Kyongbokkung (Gyeongbukgung) Palace (minus the National Palace Museum) except for the Piwon (Biwon), the Secret Garden that's really more of a large wood and that makes a visit to Changdeokgung really worthwhile.",all-1 nat-1
"Great tour in english at 10am, perfect to learn more about it - don't miss the secret garden tour right after, great colors in autumn!",all-1 amn-1 nat-1
Many lives were lost and great damage to historical sites occurred.,all-2 ch-2
"Most of the stuff in the outer citadel is free to visit, where visiting is allowed.",all-1
"Also, pack food!!",all-0
"You should allow half a day for the two and wear comfortable walking shoes, although there are now tourist golf buggy type buses to transport you around, as well as a horse drawn trap.",all-1 amn-1 mgt-1
The grounds were all in all a bit boring and not looked after at all; Some where construction sights.,all-3 mgt-3
"The Palace, like the others is free to 65+, but the garden costs, and it best to book on line to ensure a place.",all-1 amn-1
Don't expect anything like the Royal Palace at Bangkok though; there are a lot of buildings in bad shape here.,all-2 ch-2 mgt-2
I’d recommend picking up a copy of the map from the ticket office beforehand as this really helped us navigate where we were.,all-1 amn-1
The local authorities should be ashamed if this place is important to them.,all-2 mgt-2
One of the highlights of this palace would be the secret garden tour which is highly recommended!,all-1 nat-1
Going in winters was a bad idea because the gardens were frozen with ice.,all-2 nat-2
"Of course it was a very hot day, and we had walked from our hotel which must have been the longest way, we needed a seat but there were not many at all here. take a big bottle of water with you.",all-2 nat-2 mgt-2
"not too big
you can spend a time for 1-2 hour to walk around
there is a garden that you have to go with tour guide
in autumn it may very beatiful",all-3 mgt-2 nat-1
The palace is beautiful and the guides are good at making sense of it all.,all-1 amn-1 ppl-1
So worth while visiting the citadel.,all-1
"But it was a very interesting, great place to take photos and the place is massive!!",all-1
The Royal Library was the Emperor’s reading room.,all-1 ch-1
"Finally, they're told that we can hop on a green trolley which will take us there and it's free.",all-1 amn-1
"There was some dancing and the changing of the guards which was very colorful and noisy and very very interesting
There was also a very well presented publication which was free about the Palace.",all-1 ch-1
"We used Your Vietnam Travel for our day trip which included lady pagoda, the Citadel, 2 tombs, lunch and an incense making demo.",all-0
"The courtyard and the hallways are pretty poor, showing poor reproductions and pictures of palace life and official documents.",all-2 ch-2
"Vietnamese should be proud of this sights; on the surface, Hue seems to be an ordinary city with ordinary scenery until you get to see this magnificent construction!",all-1 ch-1
The palace will be much more colorful than it is in the winter.,all-1
"Enclosed within the city are the Imperial City housing the imperial palace, gardens, temples and pavilions.",all-0
"The changing of the guard is worth watching, the marching band announcing the change.",all-1 ch-1
"Especially the secret garden, that's the best part, which you'll need 2000 more for that ticket but worth it.!",all-1 nat-1
The entrance is on the South Side facing the river in the middle of the South Wall.,all-0
"Admittedly, I found this to be a saddening visit - as the whole complex is under reconstruction after the fierce fighting during the Tet offensive in 1968.",all-3 ch-2 mgt-1
"With Thinh, we were able to stop whenever we wanted to see the sights and take pictures and just enjoy the beautiful weather and scenery.",all-1 ppl-1 nat-1
It was absolutely amazing!!!!!!,all-1
Excellent guide Danny for our city tour on Sunday 29th Oct.,all-1 amn-1 ppl-1
The exhibits aren't particularly exciting (and lots are very long!),all-2 ch-2
The NLF took over the citadel during the Tet Offensive in 1968 and to dislodge them a lot of buildings were destroyed.,all-2 ch-2
Ticket is very reasonable especially if you buy the combination ticket for the five grand palaces of Seoul.,all-1 amn-1
"We enjoyed exploring this amazing site, and learning the history.",all-1 ch-1
a Great visit - a MUST recommend - Don't miss this one !,all-1
I suspect if you got an audio guide (or went with an actual guide) you may get more out of it than we did walking around.,all-1 amn-1
For me this was the most impressive part of the day as the citadel has so much history and relaxing gardens.,all-1 ch-1 nat-1
less maintainance work at this place.,all-2 mgt-2
Awesome scenery and interesting.,all-1 nat-1
I suggest packing a lunch or snacks and take your time because you'll be walking a lot this place is big but totally worth it.,all-3
I travelled all the way from Hoi An to see the imperial city and it was quite underwhelming.,all-2
"Big open sites, now just grass were where the temples and buildings were and it is a pity that there is not more information in a visual way.",all-2 amn-2 ch-2
"Took the free English tour, which was about an hour.",all-1 amn-1
Changdeokgung Palace is the palace of Joseon dyhasty which is the most historically valuable palace of the Joseon Dynasty among palaces of Joseon.,all-1 ch-1
We stopped here on our way to Hoi An.,all-0
the plus is the food there is so good and cheap.,all-1 amn-1
Disappointing that two of the main buildings are under renovation but still lots to see.,all-3 mgt-2
"The citadel is a beautiful place with lots of history, a great way to spend the afternoon.",all-1 ch-1 
It is almost 2.5 kilometers - inside the Imperial City enclosure once titled the Purple Forbidden City that was reserved for the Nguyễn imperial family .,all-1 ch-1
"On entering, after viewing the central courtyards it seems to be best to take the tree lined road to the left ( beside the cafe ) and to explore the temples and gates in a clockwise direction.",all-0
You can have a cup of traditional tea inside and I strongly recommend to have one.,all-1 amn-1 ch-1
"That aside there are many interesting and beautiful historical parts to explore, and navigating the crumbling walls and foundations of buildings was part of the appeal for us.",all-3 ch-3
"The buildings need a lot of renovation to really bring them back to what they once were, and the information is a bit cluttered and uninspiring.",all-2 ch-2 mgt-2
The citadel and palace were constructed in the 19th century and was the residence for the last emperor.,all-1 ch-1
All the buildings are very badly maintained and most of them missing.,all-2 mgt-2 ch-2
"For your information, so this is Hue Imperial Palace which is the seat of Nguyen Dynasty - the last feudal family to rule Vietnam - from 1802 to 1945.",all-1 ch-1
"Not all places have proper pavements, at times you have to walk on the bare ground with lots of tall weeds to. The Royal Theater is the best place to visit in my view.",all-3 mgt-2 nat-2 ch-1
Most of the citadel is still under construction and walking around in the baking hot sun is kind of boring and tiring.,all-3 mgt-1 nat-2
"We went in August - so very hot (over 90 Fahrenheit, 32 Celsius) and humid.",all-2 nat-2
"Then the wheels fell off as our ""friendly"" cyclos pulled up in the middle of nowhere in particular and demanded payment for their services.",all-2 amn-2 ppl-2
"As many people have pointed out, entry into the Imperial city is quite expensive at 150,000 dong, but this also includes entry to the Arts Museum (across the road from the exit), and we spent at least two hours here, and if it hadn't been so cold and wet we probably would have spent longer.",all-3 amn-3 nat-2
This place í great but ruined a lot during the war.,all-3 ch-2
We really enjoyed a quiet day taking our time to see this amazing place.,all-1
"The architecture is very nice and pleasant, so I would definitely recommend this to anyone who wants to see the ancient history of Vietnam!",all-1 ch-1
You have to take a scheduled guided tour to visit this area and it is well worth the time if you have it.,all-1 amn-1
"The guide service is 150,000 vd for about 45min-1 hr.",all-0
"Only members of the royal family, the Emperor’s concubines, and trusted senior mandarins and officers such as the royal doctor were allowed through the sole entry gate of Tu Cam Thanh.",all-1 ch-1
"I lucked out, as the cyclo driver I had was a lovely man, who spoke a little English, and took me to see things that I never would have seen otherwise.",all-1 amn-1 ppl-1
I found this place amazing.,all-1
Sunset by the lake with floating boats is mesmerizing,all-1 nat-1
"A fort that was used as a central palace, modeled after the Forbidden City.",all-0
"The Citadel was absolutely beautiful, but far bigger than I had expected.",all-1
We had an excellent guide who made everything more interesting.,all-1 amn-1 ppl-1
You can walk around inside the citadel for free but you must pay to go inside the palace complex but it is well worth several hours of your time,all-1 amn-1
"The movie on the big ""Samsung TV"" is great and gives a good overview!",all-1 amn-1
The only negative thing is I had to get a second ticket to visit the secret garden.,all-2 amn-2
What a shame!!!!,all-2
"I'm sorry, although it is a beautiful place, I do prefer Gyeongbokgung.",all-3
Around 1 square metre of inner courtyard where the king would meet his mandarins and hold court and where his 100 wives and 124 lived.,all-1 ch-1
If the weather is wet do not wear good shoes.,all-2 nat-2
"A vast majority of the buildings were destroyed in the war, and some also to natural causes such as termites etc.",all-2 ch-2
"Some of the buildings have disappeared over time and you can only see where they have stood by the places where columns have been, and added to this destruction are the buildings damaged by bombing in the American War.",all-2 ch-2
"Overall, it was a most enjoyable visit and a big eye-opener for us.",all-1
Really great to see!,all-1
The secret garden was very worthwhile despite the hot summer heat.,all-3 nat-3
"It's very closed to Anguk station, so very convenient.",all-1 mgt-1
We were very impressed with this complex.,all-1
"As I said though, definitely look to go with a guide or, at the very least, rent one of the portable audio guides.",all-1 amn-1
Do watch the video at the entrance for some information.,all-1 amn-1
To see the destruction that my country did to this beautiful place made me sick.,all-3 ch-2
Half of the buildings are not original and newly built.,all-2 ch-2
We thought it fully deserved its World Heritage Site status and really enjoyed our long morning wandering around it.,all-1 ch-1
"The coastal road rivals any of the Australian coastal drives we have done, the Imperial city of Hue is steeped in so much tradition and the grounds within the walls of the city speak vividly of a bygone era.",all-1 ch-1
Most rooms are accessible/visible which is a good thing; visitors can take photos of the insides of most structures.,all-1 ch-1
This place is great.,all-1
So sad to see the destruction of such a beautiful place from more recent wars.,all-2 ch-2
"Nice gardens, but overall this wasn't so impressive - lots of restoration needed, some seems to be in progress.",all-3 nat-1 mgt-3
We entered by the main gate to the Citadel and walked the entire inside walled area from here.,all-0
